0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1632,355,482,460,318,315,347,333,255,401,829,1200,1175,1091,621,280,301,224,120,426,407,399,904,412,183,328,891,708,163,186,138,120,323,521,383,124,81,375,475,752,171,316,186,440,330,488,354
1609,306,400,381,278,213,338,275,180,331,746,1027,1107,942,550,198,331,252,109,488,301,405,794,326,164,366,828,773,217,173,128,164,345,429,341,109,58,354,522,653,94,286,171,468,297,483,354
1299,200,286,362,231,242,360,254,200,346,778,1023,983,693,530,219,323,208,186,450,261,445,709,288,149,390,845,866,196,203,121,182,519,424,356,124,70,301,542,646,109,230,231,451,318,404,419
935,140,150,271,181,220,247,163,149,258,403,812,636,501,442,198,205,113,179,283,173,272,425,197,96,246,611,580,121,117,116,163,476,281,229,100,73,202,293,396,62,180,103,210,202,240,304
552,72,114,211,119,174,282,143,92,223,352,481,580,372,335,175,170,78,141,249,155,290,418,146,96,217,540,510,113,103,126,108,435,208,178,69,58,138,236,319,48,180,143,146,151,217,284
427,63,92,141,107,178,241,81,44,169,278,308,417,310,288,132,129,114,57,180,103,164,313,124,61,140,370,302,67,47,76,80,238,171,115,34,59,85,118,308,70,134,120,85,95,198,282
479,72,237,143,126,295,335,193,72,171,337,490,618,399,368,197,168,97,49,218,114,301,394,103,50,173,440,389,102,71,94,89,320,174,128,32,113,102,155,386,151,182,130,110,155,236,427
406,77,264,160,145,271,271,135,87,187,327,450,528,322,373,182,124,78,86,197,136,245,425,179,82,219,460,497,95,93,70,54,268,164,159,16,90,100,119,355,126,174,165,76,177,281,457
295,56,146,102,213,158,262,75,42,107,191,282,188,102,208,132,67,85,34,164,87,136,271,134,61,153,332,313,54,50,85,42,235,162,116,4,92,79,46,262,67,144,111,64,152,194,481
144,26,76,44,106,54,148,28,27,51,82,97,96,30,59,59,20,41,11,60,93,73,134,42,35,78,148,114,15,19,28,46,122,74,32,10,43,38,19,167,46,67,62,35,109,153,441
116,43,78,44,90,71,95,23,19,30,77,98,71,40,54,46,51,61,15,95,42,55,84,45,20,43,99,86,18,34,28,20,81,51,28,31,28,42,20,140,27,64,71,45,81,142,264
177,34,102,58,70,115,63,10,32,31,37,68,52,29,40,26,61,46,7,99,23,55,69,35,5,32,68,99,13,35,24,13,68,39,14,21,37,39,12,120,28,31,31,36,46,141,207
132,14,72,77,38,56,38,23,11,19,17,43,36,14,56,43,35,39,6,62,17,33,61,28,7,22,56,56,1,16,23,6,46,47,15,15,17,36,3,106,7,12,23,26,54,153,235
49,5,24,24,5,18,13,35,7,12,7,29,34,12,45,13,23,26,2,14,7,6,49,16,2,13,25,51,1,9,18,2,15,30,0,11,4,26,10,57,5,28,19,9,33,119,268
18,7,19,31,10,17,13,37,2,6,6,21,8,15,29,14,12,12,2,11,8,7,36,11,4,8,17,26,0,3,14,1,8,19,0,4,15,4,10,13,4,24,10,4,18,106,179
2,1,1,7,2,26,4,5,2,7,7,5,21,26,13,3,2,7,2,27,3,10,27,13,7,4,8,29,0,1,1,3,1,6,2,1,5,4,15,19,0,24,13,0,10,70,186
5,1,8,2,0,8,1,1,0,11,1,13,13,20,4,0,0,0,1,16,1,11,9,0,4,5,6,9,0,0,0,4,0,3,1,1,2,0,20,7,0,12,14,28,7,51,234
8,0,4,6,0,3,2,2,1,4,5,3,10,29,0,1,0,1,0,10,1,8,6,2,1,5,8,11,0,1,0,5,2,6,1,4,1,2,6,7,0,3,6,24,4,53,257
18,4,0,1,0,1,0,0,0,0,2,10,8,14,3,1,0,0,0,6,3,1,4,0,4,2,9,4,0,0,1,2,2,3,0,11,2,0,2,3,0,3,3,4,11,31,277
7,3,0,0,0,0,0,1,0,0,3,10,5,4,1,12,1,0,0,10,0,2,7,1,0,3,12,2,0,0,0,1,0,2,10,10,2,5,1,3,0,2,3,9,6,38,301
3,2,0,0,0,0,0,1,0,0,2,3,10,3,3,1,1,0,0,1,2,0,5,2,0,0,7,3,1,0,0,1,2,0,1,1,2,4,0,10,0,0,3,2,5,19,281
4,0,1,1,0,0,0,0,0,3,2,1,11,3,0,1,2,0,0,0,0,0,7,1,2,2,8,6,0,0,0,0,0,1,0,0,4,2,0,6,0,2,4,1,1,29,208
2,1,0,0,0,0,0,0,0,0,2,5,3,4,0,0,1,0,0,0,0,0,4,0,0,1,5,2,3,0,0,0,1,2,0,0,0,0,0,2,0,3,1,1,1,19,204
4,0,0,0,0,0,2,1,1,0,2,5,4,6,0,0,5,0,0,0,0,2,3,0,1,2,8,0,1,0,0,0,0,1,0,0,0,1,1,4,0,0,2,0,3,12,160
8,0,0,0,0,0,1,0,0,1,0,6,4,4,0,0,0,0,0,0,0,0,4,0,0,1,4,2,1,0,1,0,0,4,1,0,0,1,0,5,4,7,0,2,0,9,183
6,0,1,0,0,0,4,10,0,0,4,10,2,1,3,1,3,0,0,1,8,15,5,4,3,4,7,4,0,2,0,0,1,2,0,0,0,0,1,1,3,12,0,1,0,6,185
11,0,1,0,0,0,1,21,0,4,2,13,20,3,0,3,1,0,0,5,0,1,15,1,4,0,7,2,2,0,0,0,0,1,0,1,0,6,0,25,0,9,0,0,0,8,142
5,1,4,0,0,0,8,17,0,0,2,6,30,6,0,2,0,0,1,1,2,5,32,0,0,4,6,0,2,0,0,1,0,10,0,2,0,14,0,27,0,16,0,2,1,3,137
2,0,4,0,1,0,15,4,1,0,2,11,25,11,24,0,1,0,0,0,3,2,23,0,1,4,6,3,3,1,0,0,2,8,0,2,0,14,3,5,0,1,0,1,2,9,89
2,0,1,0,1,0,2,0,2,1,3,12,16,6,4,0,1,0,1,2,2,2,28,0,4,0,5,0,1,0,2,0,2,3,0,1,2,2,1,7,0,1,0,1,0,12,109
3,0,4,0,0,0,5,2,1,1,3,13,28,11,3,0,1,0,0,0,5,3,18,0,4,6,8,1,2,0,0,0,2,1,1,1,2,0,0,2,0,0,1,1,0,7,72
6,0,3,1,0,1,4,1,1,6,7,26,36,9,1,0,1,0,0,1,3,19,64,1,1,2,16,5,3,0,0,2,2,5,0,2,1,2,0,9,0,1,2,1,1,2,71
6,0,3,3,0,0,2,9,1,5,18,33,32,14,0,0,0,0,1,6,10,14,59,8,0,5,11,12,0,1,0,2,0,20,1,3,1,2,0,16,4,1,4,1,2,2,58
7,0,2,3,0,0,4,9,1,6,19,29,49,68,1,3,7,4,1,0,8,12,66,9,2,4,33,9,1,8,0,1,1,20,4,2,0,3,0,40,3,2,0,0,2,4,51
12,0,17,2,0,2,3,5,4,1,23,24,59,62,0,26,1,14,2,1,8,33,44,7,1,5,12,5,3,3,0,4,2,23,7,0,2,3,2,39,0,0,0,0,0,5,67
19,0,2,15,0,5,8,11,6,22,26,34,77,59,0,6,2,3,1,9,15,49,60,11,6,12,17,9,6,2,6,4,2,23,6,0,0,5,8,30,0,3,1,3,1,6,60
38,0,3,28,6,7,2,12,6,24,44,28,61,36,0,0,5,8,0,9,16,54,54,12,3,13,29,21,5,4,4,3,12,32,9,6,1,4,1,31,3,4,3,2,2,9,53
29,1,12,22,25,7,18,24,5,31,45,34,99,55,3,3,4,14,2,14,18,41,56,16,7,18,22,55,4,8,1,3,13,35,7,2,1,5,5,60,5,13,6,1,1,9,60
61,1,12,16,16,2,25,7,8,9,26,31,75,27,2,21,1,7,7,22,28,19,75,8,8,12,27,20,6,9,2,1,20,25,0,8,0,5,17,72,2,3,0,9,5,10,64
166,0,2,16,33,11,24,6,6,35,34,36,79,30,28,23,2,8,2,16,21,16,87,11,5,15,41,29,11,8,1,4,28,16,20,7,4,2,11,65,5,3,3,6,6,6,55
248,4,6,22,129,15,45,20,16,30,100,60,181,64,55,18,8,4,9,27,19,22,47,25,6,30,56,64,22,8,7,3,46,36,20,1,3,16,7,77,8,1,5,14,7,5,74
348,8,15,20,184,12,88,39,18,22,113,58,231,122,118,27,9,9,11,20,26,35,74,37,14,33,123,95,15,22,10,6,44,36,12,9,2,9,4,63,4,12,7,33,2,13,58
532,44,8,43,359,22,110,91,21,21,135,152,304,231,176,27,5,7,18,38,54,36,118,45,30,87,190,167,19,41,6,11,71,52,20,32,6,16,2,96,10,30,37,22,9,24,159
613,35,36,43,400,12,144,116,40,27,126,147,167,117,165,26,15,16,26,54,119,64,182,32,84,117,231,116,9,15,18,12,55,75,28,19,15,20,11,164,8,68,53,37,20,40,353
1093,142,156,176,424,88,190,275,87,137,512,522,681,594,539,70,41,59,66,164,185,238,378,98,115,174,486,315,63,73,67,31,129,87,68,36,34,57,21,355,38,93,54,92,70,116,475
1629,463,418,358,483,113,306,557,226,306,1204,1244,1573,1424,1109,113,117,112,132,414,488,445,844,178,221,337,954,613,106,113,58,53,208,293,235,58,81,124,30,873,85,202,140,234,143,243,709
2692,1069,829,870,660,376,654,1428,589,764,3188,3039,4626,4363,2752,297,252,238,429,1102,1062,1263,2325,477,427,1052,2822,1689,361,292,106,174,535,763,831,238,283,236,86,2708,342,696,516,520,461,687,1057
6135,1368,1239,1562,732,680,1212,3208,1542,1951,7605,6240,10782,10726,3707,644,525,468,904,1936,2116,2710,5555,1094,922,1957,6223,3516,745,527,189,326,1307,2395,1617,390,625,364,268,6313,707,1619,1256,1199,1121,1522,1989
9888,1587,1517,1858,770,907,1869,4513,2404,2983,11880,9566,16365,16595,3891,1205,1055,992,1453,2941,2947,4767,8822,1986,1250,3047,9714,5981,1299,923,350,457,2379,4037,2651,629,1140,733,789,8791,1235,2759,2153,2180,1638,2236,2438
9712,1643,2137,2440,983,1008,2508,4733,2517,3790,12332,9927,15494,15507,3337,1722,1770,1494,1825,3728,4077,5713,11408,2701,1816,4222,12668,7918,1861,1233,612,601,2846,5019,2836,1012,1570,1438,1148,9520,1670,3235,2570,2553,2342,3813,2947
7981,1220,1905,2536,796,1233,2457,3698,2453,3697,10311,8426,12374,11760,2814,1798,2173,1393,1747,3604,3600,5817,10826,3057,1926,4310,12157,7590,1971,1461,868,796,2793,5397,3101,1132,1908,2575,1596,8307,1599,2933,2700,2278,2408,4135,2559
6629,1098,1746,2827,755,1462,2523,3282,1833,3492,9361,7066,10688,9420,2254,1783,2349,1479,1612,3482,4085,5122,10590,3282,1743,4189,12011,8125,2346,1704,1025,969,3069,4878,3276,1159,1870,3239,2247,9158,1405,2752,2812,2457,2762,4606,2663
6433,998,1686,3041,919,1488,2370,3035,1770,3021,8593,7128,9499,8683,2179,1675,2309,1499,1469,3807,3686,5245,11185,3148,1775,4263,11306,8199,1960,1698,1218,1155,3124,4269,3096,1224,1702,3469,2372,9734,1319,2410,3012,2540,3030,4794,2435
6595,1048,1729,2804,1045,1467,1710,2482,1718,2466,6914,5917,8049,6908,2029,1325,1631,1063,1342,3519,2729,4545,8593,2371,1394,3324,7969,6183,1720,1352,866,878,2141,2748,2239,1058,1295,2703,1944,7655,1043,1759,2095,1669,2472,3274,1903
7185,1141,1542,2701,1244,1370,1369,1946,1263,1600,4603,4255,6138,4710,1988,957,1271,952,841,2415,1922,2952,5409,1697,1119,2410,5127,4190,1032,809,715,646,1307,1803,1800,984,893,2175,1478,5493,869,1326,1672,1112,1664,2501,1511
4866,1096,1345,1461,1058,973,1122,1280,712,918,2802,2451,3848,2590,1860,778,945,777,450,1484,1464,1672,3359,1025,971,1515,3062,2606,629,498,500,484,831,1240,999,585,678,1255,894,4072,583,1071,1128,742,896,1635,1159
3328,1123,1016,1440,767,704,1024,860,552,721,2069,1756,3087,2304,2134,613,766,747,383,1342,1114,1057,2411,876,725,1211,2216,2193,539,390,361,378,694,1048,892,412,345,1210,976,2965,533,958,1103,609,784,1671,934
2050,823,772,1037,672,490,807,557,347,360,1206,1077,2028,1335,1335,411,537,494,205,904,651,668,1445,546,400,658,1333,1137,267,198,273,203,436,581,426,237,240,731,518,1728,404,717,718,428,490,1209,583
1969,887,875,830,817,509,796,405,226,333,779,792,1469,911,1231,298,385,326,130,824,421,477,918,354,246,415,607,556,146,99,160,169,240,335,260,109,178,367,252,842,266,484,357,281,279,863,534
1735,725,880,960,825,454,797,353,240,349,787,702,1186,886,1193,220,244,204,111,746,271,344,626,286,162,316,496,433,86,71,185,139,161,230,143,69,110,249,163,790,139,318,195,237,142,568,365
1164,400,578,590,595,285,506,220,146,195,353,328,567,401,720,85,108,118,72,467,156,178,298,152,84,153,266,219,68,37,91,119,99,138,105,28,65,115,83,433,107,268,128,214,119,428,313
609,246,423,234,458,131,343,133,66,92,107,124,176,131,317,31,37,63,24,165,96,66,106,66,32,100,104,90,13,10,64,48,46,52,43,15,28,30,33,207,39,153,65,89,76,251,276
348,169,206,139,107,95,166,51,34,35,66,76,99,83,177,19,17,35,13,72,32,57,62,21,14,49,51,95,35,2,32,25,39,34,29,9,18,28,12,125,41,73,32,56,61,170,144
245,141,128,59,77,58,137,30,14,33,27,30,100,46,100,5,7,13,8,51,14,37,24,7,11,53,41,40,11,11,23,15,21,37,10,9,30,26,12,95,61,60,29,35,50,152,134
110,58,56,55,73,29,92,13,4,10,28,33,72,32,62,13,5,6,0,39,7,23,8,3,4,22,16,26,0,2,12,12,6,12,3,13,2,8,3,52,32,31,20,31,16,110,160
108,16,12,22,26,5,54,11,2,1,14,38,34,25,30,4,0,2,0,17,2,16,4,6,0,22,11,15,0,1,4,3,2,3,6,3,1,9,1,28,8,16,14,47,5,72,142
88,17,3,16,11,1,79,3,4,5,14,28,27,17,22,2,0,3,3,9,1,8,9,5,0,12,7,6,0,0,4,1,0,2,1,0,1,2,0,22,9,5,9,24,9,49,107
11,6,7,18,7,1,24,17,7,1,11,12,19,17,4,0,0,0,0,9,0,2,4,1,0,3,7,3,0,0,9,1,0,0,0,0,2,0,0,7,6,2,3,26,3,22,91
15,2,6,10,5,0,0,1,10,1,2,3,8,5,2,0,0,1,0,0,1,1,3,0,0,0,4,7,0,0,3,1,1,0,0,0,0,0,0,1,0,0,5,3,1,12,59
10,0,0,4,2,1,9,2,2,0,3,5,7,11,3,0,0,0,0,1,0,2,1,0,0,0,3,3,0,1,2,0,0,0,1,0,0,0,0,7,0,1,3,2,0,9,66
7,0,0,0,2,0,0,1,7,0,2,10,9,9,0,3,0,0,2,1,0,2,1,0,0,4,4,4,0,0,0,1,1,1,0,2,0,0,0,3,0,0,0,2,0,12,43
1,0,1,5,4,0,0,1,1,3,4,6,9,4,1,0,1,0,0,0,1,1,2,0,0,2,7,0,0,0,0,1,1,2,0,5,1,0,0,1,2,1,0,2,0,9,52
0,0,0,1,3,0,0,0,0,0,3,1,4,4,1,0,3,0,1,0,0,3,1,0,0,0,7,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,8,37
2,0,0,0,3,1,0,1,2,0,4,3,5,10,0,0,1,0,0,0,2,0,3,0,0,0,7,5,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,4,0,7,26
0,0,1,0,0,0,0,5,0,0,5,1,5,5,8,0,0,0,0,1,1,5,0,0,1,0,7,0,0,0,2,1,1,1,0,0,2,0,0,0,1,0,1,2,0,7,17
0,2,0,2,0,0,1,2,0,0,0,3,6,1,7,3,1,0,0,0,1,13,6,1,0,3,12,0,0,2,0,1,1,0,0,0,0,1,0,1,2,1,0,1,0,14,32
5,2,0,0,1,0,0,1,0,0,0,2,4,18,0,0,5,0,0,0,0,6,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,11,23
0,0,0,1,0,1,4,18,2,0,3,1,15,7,2,2,0,0,0,1,2,5,4,1,1,1,2,2,0,2,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,26,28
0,0,0,1,0,0,0,2,0,2,8,3,13,21,0,0,0,0,1,0,2,9,3,2,0,1,7,1,0,0,0,0,11,3,0,0,0,2,0,0,3,0,0,1,1,26,38
0,0,0,0,0,0,1,5,10,5,5,22,31,20,0,0,0,0,2,0,0,3,15,2,0,1,4,8,1,0,0,2,3,2,0,1,0,1,0,22,0,0,0,1,0,14,79
1,1,0,3,3,0,1,21,12,2,5,21,54,36,1,1,0,1,1,0,5,12,9,0,0,0,4,3,5,0,1,0,4,1,4,1,0,0,0,31,25,1,1,1,0,3,183
0,0,0,3,0,0,0,17,12,6,10,21,39,26,1,0,1,2,2,0,12,20,20,0,0,3,12,5,5,2,1,0,5,17,1,0,0,0,0,62,2,1,0,1,0,14,246
3,1,2,3,0,0,4,33,11,13,33,38,61,51,17,0,0,1,1,2,5,24,33,1,4,2,13,5,0,3,1,0,1,12,4,0,1,0,0,72,7,3,1,3,3,14,309
6,0,5,9,1,1,0,44,11,6,39,46,96,82,12,0,15,0,3,2,13,17,47,12,3,3,32,2,5,1,3,0,1,72,8,1,18,1,0,64,7,6,7,6,3,40,361
16,0,0,9,1,7,2,47,16,8,35,47,98,87,2,2,11,1,2,6,21,16,25,4,10,5,44,16,1,10,0,3,4,50,17,1,8,4,0,60,2,4,8,6,0,34,408
75,0,3,10,17,4,7,45,35,43,52,106,117,119,5,22,12,27,3,11,17,28,55,5,10,14,45,37,9,11,1,10,1,45,46,1,2,24,0,87,3,23,1,23,0,50,582
113,0,70,17,39,11,19,68,73,38,142,96,159,119,13,24,9,53,6,11,24,35,49,6,8,23,50,35,12,4,1,18,9,40,25,0,9,26,0,87,4,39,2,13,0,69,661
220,14,59,46,24,5,31,85,126,52,165,116,242,160,50,12,13,78,9,26,38,37,57,7,30,17,85,72,3,12,3,12,13,66,22,6,25,29,0,110,5,33,8,12,2,36,630
434,6,100,75,39,19,59,108,217,128,283,168,390,179,38,26,44,61,12,68,58,66,158,9,33,47,158,97,30,13,0,9,25,72,30,4,34,49,10,164,8,38,36,20,2,47,462
660,14,169,153,58,23,133,160,418,199,423,260,652,439,94,94,110,112,55,99,88,119,271,15,60,58,268,144,95,25,5,10,62,125,79,9,63,82,16,214,14,63,38,39,11,74,471
869,16,274,204,68,33,226,153,437,221,545,353,727,521,156,136,147,172,96,113,152,202,371,54,79,88,402,212,95,24,7,8,188,170,66,36,85,111,5,190,16,54,49,91,24,70,527
1092,53,404,291,125,60,384,252,572,253,685,638,1160,945,226,284,196,166,134,142,121,273,376,64,77,194,511,375,80,48,10,11,122,320,62,29,175,84,23,314,46,75,71,53,61,98,599
1474,72,581,421,164,70,513,289,766,408,977,713,1675,1172,313,419,306,237,145,174,260,331,500,120,81,255,633,453,96,99,15,34,137,384,87,26,197,141,44,526,77,77,71,82,43,187,559
2108,144,604,597,317,174,652,527,724,784,1766,1013,2576,2134,492,467,308,357,219,286,426,607,925,258,109,421,867,719,246,104,24,69,216,465,148,46,249,247,108,1059,89,163,127,171,73,183,489
2762,136,603,813,743,281,878,1209,912,1324,3330,2065,4360,3720,692,687,419,415,353,437,848,948,1789,507,271,664,1532,1269,384,140,53,98,449,859,345,91,417,421,212,1708,233,223,324,386,273,271,574
2580,346,582,406,947,269,856,1717,635,1058,2706,1708,3461,2870,771,430,367,405,294,673,1589,1006,2448,512,451,983,1735,1200,216,146,168,181,555,932,406,136,441,464,340,1802,227,280,326,457,354,294,708
2449,466,591,694,988,309,955,2076,680,1062,3226,2654,3770,3006,718,339,401,438,418,952,1729,1713,3558,908,803,1517,2385,1392,327,289,210,233,897,1266,409,372,499,626,490,2124,263,482,651,627,556,524,1040
2181,643,692,1190,884,542,1143,2217,956,1649,5093,4309,6295,5734,967,479,639,624,719,1369,1827,2538,4824,1291,835,1633,3901,2490,671,495,244,311,1441,1935,856,532,667,988,684,2992,490,638,964,976,1003,1043,982
2885,1028,1124,2794,904,1239,1678,3277,1391,2751,9666,8148,11861,11741,1803,843,1191,1118,1394,2786,2423,4615,8280,2294,1123,2951,7987,5394,1146,1060,568,775,2871,3899,2091,1112,1112,1796,1380,6789,1252,1353,2167,2065,2509,2273,1237
3763,1652,1334,3975,1272,1273,1991,3822,1737,3101,13074,11050,16073,17221,2387,1261,1969,1394,1487,3573,3046,6589,10663,3282,1465,3964,12220,7675,1782,1408,638,845,3552,4498,3495,1500,1478,2336,1917,10910,1635,2243,3241,2965,3486,3539,1720
5179,1943,1587,3477,1428,1245,2256,3691,1865,2968,11954,9734,14694,14354,2782,1484,1830,1423,1645,3672,2824,5641,10031,3182,1659,4061,12112,7702,1913,1298,635,937,3180,3785,3347,1336,1363,2489,2429,10896,1499,2644,3237,2878,3187,4105,1650
4504,1962,1441,2529,1440,934,1947,2991,1755,2273,8856,6848,10813,8902,2617,1256,1681,1122,1177,3086,2363,3984,7416,1957,1444,3088,8206,5251,1256,1115,600,687,2376,3029,2458,895,945,1571,1998,7874,1240,2236,2212,2236,2162,3563,1370
3540,1502,1125,2284,929,845,1803,2632,1657,1839,7011,5809,9277,7900,2543,1132,1717,1113,948,2708,1765,3128,5271,1587,1111,2433,6217,3981,963,963,495,675,1834,2260,1912,725,775,1693,1616,6356,1356,2466,2125,1892,1761,3364,1658
2745,1077,1015,1821,726,590,1492,2033,1406,1391,5201,3857,6495,5161,1871,858,1202,843,833,2272,1353,2257,3621,1088,918,1855,3656,2465,588,497,384,545,1377,1506,1315,419,535,1025,1153,4219,905,1759,1562,1152,1293,1970,1408
2755,978,910,1619,659,662,1482,1753,1272,1307,3951,3051,5161,4618,1520,710,1006,629,475,1598,1006,1520,2875,770,685,1396,2463,1775,380,291,366,424,1089,1163,888,333,387,858,707,3467,793,1497,1313,998,1087,1441,1185
2565,810,701,1367,744,730,1595,1317,897,1008,3129,2433,4220,3762,1346,571,937,430,353,1152,922,1180,2129,661,453,1044,1807,1275,280,173,367,338,837,823,613,271,273,724,480,2932,698,1294,1165,784,1142,1000,1272
2839,681,622,1125,717,560,1595,1361,844,895,3042,2154,4217,3531,1208,479,827,433,330,969,735,1280,1678,552,390,927,1352,1095,248,151,351,370,633,656,498,209,229,642,543,2924,747,1383,1003,659,1013,954,1325
2262,541,605,715,614,407,1365,1002,660,635,2262,1579,3008,2352,895,275,530,374,163,654,597,875,1336,335,320,656,910,910,182,137,264,301,461,579,363,164,162,447,390,2386,566,1059,825,473,985,654,996
2114,526,524,693,457,299,985,755,661,670,2047,1434,2635,2245,948,228,542,370,167,524,458,780,990,306,216,492,756,846,125,148,232,295,445,475,301,136,134,389,325,1952,496,1094,827,408,859,551,748
1698,330,357,503,328,300,734,525,479,435,1515,1209,2101,1670,743,193,459,308,118,430,425,556,768,297,130,357,631,584,111,78,201,154,263,370,263,107,129,212,169,1311,313,670,560,302,576,439,637
1473,255,249,306,296,291,589,352,327,342,1027,1022,1716,1394,744,142,319,233,103,428,229,400,604,191,130,305,602,430,112,93,186,71,195,240,178,83,77,160,90,990,161,460,390,293,480,403,569
1647,247,308,520,240,329,648,392,398,417,1239,1159,1872,1484,896,151,301,220,98,407,114,483,582,129,126,325,523,432,61,101,97,84,139,184,175,68,76,172,76,863,93,332,389,303,378,295,554
1619,178,316,480,174,229,449,278,267,381,1000,758,1285,1005,642,95,165,175,50,394,136,354,433,121,96,297,468,328,37,36,64,70,127,98,132,60,93,92,49,612,53,312,344,200,196,181,538
983,144,188,278,130,164,338,184,174,262,571,411,724,473,491,58,118,135,44,291,186,199,331,91,49,174,321,243,23,23,39,50,86,69,82,60,36,60,55,307,27,153,285,142,109,135,505
524,107,118,205,72,159,251,70,129,141,412,276,495,332,389,58,85,46,51,220,74,216,191,61,35,93,203,160,24,24,18,31,41,32,58,26,25,55,34,238,30,76,150,130,64,102,455
475,86,226,204,40,151,185,54,62,69,195,159,251,221,253,22,39,80,22,149,51,151,119,25,19,52,137,65,31,17,7,37,63,25,71,11,27,58,12,206,77,80,205,122,47,87,439
314,70,213,134,28,86,114,23,23,38,92,113,123,96,112,16,9,47,11,82,31,70,75,5,21,36,90,49,14,3,3,20,40,15,33,4,14,46,21,119,14,63,183,127,34,95,375
172,52,109,51,25,36,83,13,9,16,77,77,48,64,60,1,9,38,3,37,8,43,29,16,6,15,59,33,5,7,5,3,13,7,15,5,8,34,10,84,13,35,148,81,20,86,332
99,30,70,28,22,19,46,8,15,6,68,52,26,39,39,2,0,35,0,6,9,54,22,17,2,12,43,35,4,1,2,4,24,7,14,2,4,3,1,73,9,24,53,39,22,115,334
104,21,41,28,8,7,16,6,3,1,20,41,27,18,15,2,0,15,0,1,9,5,17,10,4,17,41,18,1,0,3,1,26,6,10,2,0,12,0,71,2,33,29,30,8,160,376
92,37,21,16,1,4,6,6,2,1,8,15,17,17,9,6,2,2,1,3,3,5,23,8,2,1,38,6,1,2,0,2,16,0,8,2,0,0,0,50,1,22,38,48,25,123,461
77,21,25,5,2,1,11,8,3,3,19,28,17,14,5,5,2,0,0,3,3,8,9,5,0,5,15,6,0,2,0,0,7,4,12,0,0,5,0,30,1,24,24,22,23,86,472
30,3,18,6,1,2,0,4,1,3,18,11,45,20,4,1,1,0,0,4,6,4,14,18,2,1,11,15,0,0,0,0,6,0,9,1,3,4,1,12,6,13,24,6,14,50,510
7,1,1,0,0,3,1,9,1,0,10,21,29,11,4,1,0,0,0,3,9,36,4,21,5,2,21,12,0,2,0,0,7,3,0,1,15,3,0,25,0,7,8,9,3,46,653
12,2,3,1,1,0,2,19,0,0,10,26,38,10,0,1,0,0,0,2,1,28,5,10,6,10,22,0,3,0,1,1,11,4,1,4,4,2,1,17,1,4,21,20,0,46,591
12,0,0,1,0,0,2,14,0,1,20,36,60,15,5,0,0,0,0,0,2,13,8,3,5,12,22,7,3,3,0,0,7,1,7,1,0,5,0,38,0,8,4,11,3,49,540
9,2,0,0,4,1,1,4,0,3,13,67,95,13,1,2,1,0,0,0,2,14,14,3,0,17,14,8,0,2,0,15,1,2,2,5,0,1,1,13,0,4,7,32,2,49,569
1,1,0,3,3,0,0,16,6,3,4,47,35,10,29,1,0,4,0,2,4,8,7,0,3,5,16,8,1,0,0,34,2,24,2,18,1,0,6,8,2,5,6,11,2,32,425
3,1,0,18,3,0,4,19,4,4,10,26,29,17,34,1,2,1,0,1,15,12,11,2,5,6,28,10,2,0,7,16,13,6,2,3,1,11,4,12,1,18,21,6,2,6,274
9,0,1,12,0,0,0,22,9,0,17,14,40,34,22,1,7,0,0,0,6,9,13,7,1,10,34,11,0,2,10,19,2,10,5,15,1,0,5,2,3,6,14,39,7,15,170
3,2,0,20,2,1,0,31,18,1,23,21,58,22,9,1,40,0,13,0,4,15,13,27,1,8,53,23,0,1,9,30,3,42,10,19,0,4,1,24,3,12,7,41,2,19,190
0,2,0,61,0,0,0,27,18,1,55,37,71,50,11,0,5,7,10,9,3,11,13,9,2,1,33,17,0,1,13,37,1,54,3,8,1,0,1,15,5,7,2,50,16,10,222
3,2,29,64,0,0,1,15,5,2,77,55,83,94,6,1,5,35,12,6,6,13,30,19,1,3,34,26,5,6,5,20,4,85,11,2,0,2,0,25,9,4,4,16,7,18,231
3,0,5,38,3,0,0,9,5,0,35,42,67,82,3,3,0,9,5,7,10,12,27,10,16,4,19,21,4,0,2,6,5,42,10,1,2,5,0,25,4,6,8,8,7,33,291
2,2,15,42,1,0,1,6,8,20,39,35,79,76,3,0,0,8,2,4,10,20,22,0,6,12,43,27,3,1,1,5,2,36,15,1,2,1,0,22,1,7,7,17,8,27,382
15,0,6,22,1,0,1,10,6,3,42,35,54,68,7,0,0,1,0,7,4,27,43,7,3,15,88,33,6,4,1,2,7,30,23,0,1,0,0,42,1,30,16,5,10,16,355
27,0,10,15,0,1,2,10,2,8,19,25,68,63,6,10,0,3,1,14,6,31,31,6,7,36,45,22,4,0,3,1,8,15,24,1,3,2,3,23,2,35,9,1,6,14,240
69,16,17,16,0,0,2,16,9,5,45,80,98,76,5,6,0,5,1,1,14,15,25,3,2,22,43,41,7,1,1,2,5,12,7,2,2,10,0,96,4,72,5,5,6,43,289
