0,1,2,3,4,5,6,7,8,9
403,2093,1559,2208,1575,2362,268,647,1302,85
434,2129,1577,2605,1603,2574,290,697,1524,65
440,2135,1677,2622,1597,3152,243,597,1381,83
385,2277,1720,3053,1582,3353,290,953,1484,71
335,2276,1600,2652,1527,3180,220,894,1222,69
440,2978,2094,4021,2009,4463,342,860,1621,92
509,2695,1996,3778,2011,5145,395,967,1773,129
527,3088,2521,4641,2509,6695,640,1731,2127,218
513,3434,3254,4531,2836,7431,746,1700,2161,382
509,3356,3981,4767,2994,7727,824,1481,2536,479
689,3416,4281,4285,2760,6658,778,1575,3129,576
861,3862,4907,4133,2886,5693,914,1389,3298,427
889,3322,4364,3795,2701,4681,845,1249,3333,323
1004,3293,3770,3256,2264,4550,787,1080,3226,254
1036,3286,3214,2911,2105,3946,529,1034,2810,214
868,2791,2956,2169,2052,3363,470,922,2437,167
702,2657,2869,1990,2120,3328,414,928,2069,157
672,2443,2524,1847,2085,2972,385,813,2064,109
648,2795,2236,1640,1870,2893,308,760,1754,140
545,3347,1956,1222,1854,2470,353,710,1492,75
665,4291,1970,1273,1731,2551,255,645,1452,93
650,4809,1865,1206,1789,2311,196,571,1193,71
825,4623,1965,1126,1781,2313,230,575,1094,105
976,4235,1880,1014,1731,2423,188,545,1125,89
789,2964,1447,995,1480,2195,167,462,1123,101
629,2430,1384,967,1541,2053,176,514,1010,110
514,2048,1298,865,1446,1771,144,471,1012,79
490,2190,1286,851,1502,1813,142,398,1001,102
390,2074,1192,682,1239,1848,110,388,1022,88
289,1916,1319,746,1178,1797,100,386,1013,53
222,1751,1155,691,923,1602,109,322,856,27
273,1764,1087,686,1002,1454,57,50,829,27
236,1622,986,591,876,1340,54,259,796,23
224,1864,950,462,853,1197,69,47,684,19
233,1724,847,456,646,1133,39,230,717,13
216,1439,842,436,504,1033,45,207,620,10
171,1512,751,402,495,1091,51,189,619,14
181,1481,699,405,454,1022,52,153,622,14
188,1287,636,442,447,936,52,229,542,6
168,1424,673,402,458,1058,57,174,510,18
165,1334,598,459,478,1008,57,190,445,10
180,1297,716,533,487,1058,20,224,457,8
169,1277,741,664,523,1140,58,215,505,13
168,1351,807,695,505,1328,82,233,624,6
181,1396,948,656,713,1435,25,68,618,10
204,1652,1359,774,1184,1664,123,345,811,14
245,2136,1481,805,1217,1681,133,289,867,34
248,2288,1614,880,999,1648,113,275,786,23
352,2253,1692,1174,1083,1680,220,306,1329,61
386,2128,1742,1509,1116,1997,269,327,1380,123
357,2637,1808,1383,1227,2392,292,359,1365,121
330,2654,1903,1628,1332,2326,289,377,1344,109
433,2500,1897,1657,1441,2362,227,367,1303,126
504,2803,1967,1964,1626,2614,256,370,1591,158
463,2518,2055,2306,1718,2692,297,442,1422,149
425,2779,2070,3169,1950,3606,324,463,1720,168
359,2772,2211,3132,2261,4428,373,525,1398,143
542,3253,2905,4053,3634,5316,524,666,1810,202
594,3363,4083,5798,5288,5903,1104,915,1896,228
625,3877,6695,8523,5899,6951,1359,1127,2038,288
651,4482,11784,8348,4683,5797,1197,1395,1913,283
688,4448,10884,5773,3818,5714,1214,1544,2457,351
915,4203,7757,4653,2891,4925,915,1453,3325,446
1306,4666,6176,4168,2518,5937,826,1455,3645,507
1923,5215,5979,4664,2230,6606,899,1376,3838,491
1557,4421,5613,4328,2039,5818,968,1285,4166,426
1463,4355,4912,4192,1910,5336,800,1210,3620,353
1271,4041,4246,3771,2191,4789,637,996,2990,286
973,2972,3032,3531,2067,4436,541,907,2459,191
890,2694,2518,3367,2005,3757,571,811,2380,185
797,2361,2433,3257,2084,3770,577,796,2187,179
767,2465,2284,2546,2251,3914,491,672,2248,195
695,2479,2340,2202,2342,3503,351,674,1939,170
728,2631,2685,1897,2276,3156,318,604,1698,129
756,2392,2626,1632,2183,2643,347,587,1671,138
691,2145,2494,1591,2009,2404,294,493,1519,93
621,1915,2122,1288,1717,2105,232,447,1482,115
551,1948,1867,1203,1396,1769,194,526,1280,126
439,1928,1947,1134,1421,1998,205,492,1392,139
389,2174,1805,1074,1251,1993,142,410,1373,83
286,1975,1586,1131,1094,1795,114,317,1298,75
283,1943,1487,1002,961,1707,85,307,1160,89
248,1822,1513,834,696,1414,30,334,962,60
227,1624,1242,686,698,1111,27,282,1006,43
257,1789,1244,590,651,1111,27,221,818,36
199,1455,1115,500,548,1064,27,200,712,30
188,1575,989,518,661,1050,41,242,609,40
173,1403,974,461,535,897,24,184,551,30
168,1259,976,466,565,888,14,167,570,43
158,1210,869,470,544,905,25,160,502,27
150,1143,835,454,503,846,21,218,440,16
133,1310,764,434,554,731,24,192,445,18
144,1451,776,395,556,753,23,198,433,24
140,1294,776,552,547,738,12,178,497,16
138,1204,799,717,529,1012,30,141,583,20
156,1146,871,834,606,1124,29,204,670,8
150,1197,1036,893,574,1229,24,205,622,33
153,1157,1124,876,622,1353,29,189,422,45
179,1405,1207,940,802,1537,60,163,731,38
156,1635,1429,988,798,1565,74,258,757,44
140,1510,1411,1120,808,1680,98,224,587,48
322,1587,1670,1504,1328,2032,198,346,982,80
257,1634,1799,1601,1465,2201,204,341,1102,111
326,1827,2155,1646,1321,2451,251,350,1161,96
290,1735,1939,1647,1383,2257,209,349,1237,118
391,1839,2363,1806,1543,2326,276,457,1344,78
368,1794,2275,1752,1671,2605,284,457,1336,134
346,2025,2468,2037,1557,2661,255,434,1584,117
253,1929,2456,1724,1291,2566,208,490,1155,86
399,2559,2770,2099,1549,2827,222,425,1639,128
431,2834,2909,2044,1736,2677,210,465,1599,81
397,2909,3165,2265,1629,2700,242,514,1493,82
318,2925,3193,2174,1515,2634,183,503,1351,43
352,3229,3426,2122,1482,2826,194,599,1385,64
455,2870,3053,2088,1737,2620,255,530,1911,135
491,2813,2856,2172,1692,2597,218,640,1872,166
516,2726,2346,2298,1817,2963,225,645,1958,167
689,3255,2594,2718,1982,3296,268,764,2366,211
736,3559,2276,2765,2186,3333,252,851,2715,271
720,4013,2607,3017,2461,3811,332,1080,3503,230
710,4061,3121,4027,2990,4329,416,1229,3452,346
784,4242,3900,4872,3346,3629,441,1376,3500,333
845,4645,4713,4874,3729,4100,541,1135,3545,341
1158,5294,5788,5439,3947,3782,583,1226,2898,366
947,4321,5038,3950,3051,3118,401,1187,2553,328
842,3844,4355,3784,2621,2938,418,749,2171,218
913,3115,3749,3594,2310,2535,399,929,1773,286
727,2575,3222,3094,1840,2136,338,821,1785,231
668,2746,3339,2914,1745,2184,316,612,1609,128
595,2734,3587,2468,1609,2195,262,446,1409,132
497,2218,3341,2382,1426,1918,201,462,1288,103
379,1890,2740,1997,1117,1784,180,468,1213,102
308,1872,2382,1762,1161,1576,140,410,1032,64
275,1750,2181,1586,1032,1549,75,327,953,70
241,1598,2122,1400,762,1403,36,323,885,17
169,1541,2051,1242,749,1170,30,318,713,14
224,1520,1703,1056,663,935,40,247,792,21
159,1466,1604,1003,472,1026,21,256,740,21
127,1458,1355,846,484,935,26,197,583,13
127,1352,1281,736,474,871,26,228,584,7
84,1156,1169,722,398,844,26,225,480,14
109,1142,1049,713,465,795,21,263,506,15
117,1312,976,688,426,806,13,209,487,10
109,1271,1008,713,403,729,19,221,436,16
105,1201,905,684,414,672,22,160,420,13
94,1161,996,988,406,612,22,218,357,14
141,1074,935,1192,420,838,14,210,428,13
131,1252,1151,1433,539,992,28,227,491,16
132,1204,1278,1258,494,1211,35,274,600,18
197,1115,1315,1220,569,1356,43,254,529,25
264,1268,1548,1370,730,1355,33,302,743,26
272,1602,1720,1532,811,1151,39,300,774,28
219,1710,1782,1531,957,1270,34,166,809,27
334,2200,1888,2006,1145,1637,141,358,1079,76
282,2238,1960,2131,1106,1579,155,354,1125,67
347,2420,2090,2372,1314,1507,193,355,1250,78
332,2442,2235,2622,1345,1778,162,377,1267,88
397,2732,2418,2939,1567,1829,193,309,1304,102
369,2959,2361,3059,1512,1850,207,415,1398,128
410,3172,2463,3177,1584,2043,217,424,1567,103
284,3221,2455,3152,1232,1867,218,384,1306,89
384,3718,2620,3525,1542,2152,322,521,1695,126
418,4020,2653,3076,1696,2369,243,512,1875,99
471,4266,2821,3455,1732,2674,265,533,2057,189
463,5570,3316,4182,1742,2995,303,683,2135,176
429,6723,4233,4421,2037,3391,391,605,2312,358
527,5748,4146,4182,2171,3416,477,711,2474,326
577,5579,3841,4508,2461,3905,521,781,2432,292
654,6513,4457,5673,2770,4422,767,774,2342,409
896,6645,4738,5808,3273,4969,1011,908,2654,363
1158,6788,5375,7022,3879,6839,1304,1095,2706,351
1305,6677,7440,8537,4796,8549,1609,1202,2455,320
1300,5330,8404,9087,5168,7208,1178,939,2098,323
1226,4493,9685,9006,5002,6729,974,801,1940,268
999,3385,5834,7180,3617,5636,694,545,2041,252
902,2984,5370,6599,3697,5192,618,559,1964,175
692,2906,5230,6162,3138,4201,526,476,1938,215
972,3371,5668,7609,3194,3808,430,441,1710,151
1033,3937,5414,5781,2686,3040,314,401,1576,160
1136,3858,3666,3785,2296,2649,310,337,1501,139
887,3200,2365,3067,1688,2440,207,297,1283,114
565,2533,1852,2552,1480,2058,181,274,1415,96
437,2345,1466,2210,1405,2169,162,267,1390,73
353,2219,1346,1971,1203,1817,139,256,1342,116
312,2405,1167,1932,1262,1644,65,215,1128,72
283,2451,1132,1772,1019,1757,32,151,1134,78
221,1982,1152,1540,785,1526,21,161,1141,35
219,2057,1145,1194,692,1390,16,100,905,38
217,2219,949,1108,625,1181,20,118,1036,37
216,1870,774,1059,536,1202,17,84,850,28
185,1757,847,854,559,1148,11,110,732,37
71,1723,710,749,454,983,21,89,770,26
119,1600,652,846,368,1035,13,76,606,11
138,1399,613,758,451,853,6,95,633,15
109,1373,587,653,413,865,9,78,650,10
112,1419,586,639,421,1023,19,75,578,7
108,1339,647,632,430,1001,20,85,607,30
108,1391,557,798,417,943,14,86,577,24
122,1195,546,1098,453,1065,12,88,637,14
117,1364,606,1507,471,1447,24,101,991,25
107,1335,708,1668,571,1544,13,147,1000,40
98,1299,842,1545,645,1624,26,139,814,40
166,1749,899,1409,916,1733,25,248,1093,66
175,2019,999,1483,1003,1664,54,177,917,72
161,2096,975,1637,1090,1798,50,300,921,51
302,2017,2189,2504,1251,2180,206,353,1396,441
413,2134,2143,2642,1293,2275,230,416,1237,484
415,2514,2287,2636,1279,2467,314,428,1369,610
514,2660,2454,3263,1353,2693,340,510,1474,571
489,2713,2559,3581,1339,3166,420,529,1618,655
615,2722,2830,4377,1556,3778,370,582,1496,731
666,3454,3236,4945,1416,4558,497,682,1688,750
603,3028,3071,4584,1340,4105,489,529,1293,774
758,3106,3766,5149,1897,5205,481,706,1888,796
877,3830,3528,5075,2196,5229,611,772,2001,836
912,3941,3896,6495,2593,7909,812,837,3017,1090
959,4603,4676,10005,3398,11585,1103,1153,3632,1668
1010,4944,6150,10035,3990,10120,1148,1177,4359,2322
1017,4937,6488,11163,4215,10124,1260,1361,4303,2401
1220,6300,7632,15102,5061,11955,1291,1629,3997,2574
1715,8361,9208,17523,5389,11391,1713,1759,3545,2432
2386,11653,13577,20798,6172,12632,2142,1931,3611,2424
3103,13780,16420,21356,6608,13616,2647,2308,3773,2374
3497,15495,17884,21816,6258,12114,2572,2456,3746,1987
3260,14238,17596,15441,5351,9660,2425,3030,3393,1816
2386,9721,11901,9267,4192,6737,1721,2498,2944,1658
1689,5348,7602,5519,3118,4967,1267,1986,3016,1552
1212,4368,5657,4708,2652,3783,1091,1637,2685,1340
981,3855,5469,4218,2238,3063,770,1372,2532,1440
1007,3555,5122,3697,2247,2795,620,1088,2322,1352
1055,3421,4083,3454,1907,2436,551,708,1933,1145
1009,2881,4166,3086,1722,2064,467,900,1822,957
1005,2728,3349,2804,1617,1873,332,551,1641,764
782,2428,2760,2505,1305,2119,236,538,1500,696
698,2524,2657,2281,1246,2102,256,681,1554,553
618,2550,2395,2198,963,1874,161,624,1404,504
476,2469,1445,1918,882,1919,150,530,1355,475
419,2295,1738,1879,799,1676,155,540,1156,409
415,2401,1669,1657,737,1642,161,464,1124,376
280,2057,1608,1601,615,1454,134,487,1015,357
231,2149,1490,1305,483,1291,108,415,862,359
233,2009,1269,1151,431,1153,87,141,783,316
232,1817,1330,1022,443,1067,25,225,899,313
231,1626,1269,907,436,1090,43,243,800,302
188,1460,1141,981,371,991,99,102,630,295
269,1469,1103,990,416,1025,61,226,692,250
223,1408,926,879,385,899,78,199,571,218
220,1204,872,954,315,885,40,116,702,189
200,1295,879,877,362,1023,39,186,583,168
233,1365,850,927,288,958,93,261,687,199
235,1354,879,1419,327,1113,66,267,656,221
243,1409,1031,1712,361,1284,171,134,764,214
220,1409,1129,1813,462,1503,179,307,808,281
277,1643,1315,2074,513,1744,205,515,910,334
364,1921,1599,1965,640,1637,159,413,1085,282
433,2612,1838,1966,774,1706,125,489,934,312
407,2859,2131,2034,657,1890,125,429,859,376
800,3770,2388,4329,1232,2324,265,1392,1104,371
887,3783,2600,4516,1379,2247,378,1409,1022,431
910,3987,2837,4952,1388,2438,249,1619,1147,421
924,4206,2788,5810,1551,2848,441,1542,1142,382
869,4086,3121,6380,1707,3076,445,1646,1400,439
943,4052,3156,6690,1662,3343,454,1818,1479,488
935,4168,3138,6718,1653,3642,430,1733,1433,569
942,4370,3172,6974,1382,3619,448,1797,1323,608
1070,4672,3876,8139,1902,4126,490,2281,1934,606
1260,5114,3470,7627,1903,3627,473,2369,1935,596
1364,5954,3952,9292,2116,3995,656,2841,2228,715
1622,6912,4522,11066,2240,4673,832,3539,2115,739
2004,8173,4712,13126,2478,5780,1272,3880,1817,768
2240,7775,5486,11397,2485,5195,1177,3552,1873,955
2468,6954,5080,8972,2508,4754,1143,3540,2559,837
2608,7868,5084,9895,2615,5169,1464,3190,2369,925
2725,8212,6254,12058,2421,6309,1342,3486,2274,1160
2868,8270,7173,15997,2409,8734,1413,4233,2758,1409
3246,9228,9529,23021,2648,11780,1450,4600,2617,1613
2813,9159,9956,21402,2927,12714,1619,5007,2631,1828
2812,8077,10413,18182,3435,11981,1735,5270,2729,1827
2466,6569,9737,14113,3673,10457,1612,5230,3062,1883
2229,6565,9321,12111,3994,9479,1505,5272,2869,2086
2238,6749,9558,11537,4360,7615,1487,4427,2740,2466
2181,6325,7964,9576,3909,6070,1160,3490,2731,2262
2220,5741,6558,8310,3017,4942,881,2709,2307,1263
2103,5457,5171,7302,2611,4073,678,2433,2209,904
1948,4726,4231,6265,2025,3630,542,1932,1963,592
1552,3951,2992,4991,1872,3049,406,1960,1728,646
1153,3238,2800,4989,1428,2644,343,1765,1656,594
1052,3078,2479,4478,1364,2440,285,1830,1299,559
866,2808,2344,3961,1224,2175,282,1697,1254,496
910,2761,1904,3761,1224,2286,257,1650,1258,448
766,2983,2234,3392,994,2019,235,1595,1146,392
628,2944,2141,3323,871,1816,209,1286,1053,503
636,2896,1880,2671,808,1660,187,1429,972,310
542,2856,1644,2347,758,1541,184,1127,807,298
519,2401,1507,2070,639,1419,158,982,694,301
508,2398,1338,1902,618,1254,144,930,669,258
437,2131,1154,1676,546,1199,126,711,459,275
416,1949,1149,1613,545,1164,121,708,513,241
398,1817,1101,1544,529,1156,156,729,486,190
366,1626,1037,1644,520,1154,132,670,429,203
351,1800,1004,1687,471,1126,124,697,399,223
373,1787,915,1730,466,1163,127,685,626,187
320,1914,1083,2305,459,1209,127,754,616,203
387,1703,1191,2879,421,1677,179,863,575,219
388,1799,1310,3195,540,2225,228,1176,750,287
456,1888,1565,3683,713,2355,208,1249,763,308
553,2434,1937,3660,1063,2413,260,1394,799,329
624,3049,2220,3812,1098,2366,242,1345,855,368
714,3173,2539,4200,1102,2850,283,1394,827,320
1261,2994,3055,5677,1927,3382,388,1464,1072,738
1465,2981,3436,5396,2155,3595,449,1505,1154,844
1592,3360,3554,5775,2334,3924,553,1655,1273,892
1571,3371,4083,6737,2602,4565,570,1716,1391,834
1643,3697,4001,7174,2591,5387,543,1565,1480,833
1810,4195,4379,8998,2745,7115,602,1774,2022,886
1947,4391,4833,9802,2736,7930,704,1890,2411,874
2176,4701,5563,11476,3023,9972,784,2162,2453,1515
2225,5370,5916,12483,3105,8194,909,2123,2031,1354
2472,5987,6462,13768,3875,7718,1092,2402,2588,2274
2629,7145,8352,16440,4285,7650,1365,2793,2500,3122
3290,8998,11147,22285,5314,8681,1599,3534,2630,4042
4563,12495,15280,30282,6723,11374,2312,4681,2816,5115
5392,13015,15286,24920,6446,10208,2160,4231,3092,3950
5309,11328,12087,18676,5793,9551,1851,4323,3492,2980
6209,12903,12297,19117,6005,10244,1836,4633,3743,2473
7636,15072,13917,19965,7800,10921,1858,5556,4323,2744
9951,16121,17670,25707,10067,12652,2170,6102,4596,2750
10890,15683,18694,27788,10929,11605,2392,5727,4675,2463
9258,12376,17353,21610,9659,10922,2285,4809,4014,2531
7689,9341,14538,15985,9017,10300,2167,4477,3881,2601
6305,7756,14126,15666,8053,9530,1839,4307,3693,2814
5934,8909,14714,17661,8060,9331,1886,4488,3190,3825
6161,13579,16947,20282,8273,9472,1819,5166,3163,4011
4999,16433,13238,17181,6764,9050,1516,3451,2111,3412
3313,16174,7517,10279,3614,5811,857,1797,1441,2046
2732,12428,5007,6006,2392,3543,533,1196,1015,1240
2025,7476,3904,4229,1941,2350,344,827,736,905
1883,4448,3175,3166,1659,1712,247,551,578,607
1284,2763,2989,2794,1655,1569,243,529,514,610
1033,1948,2502,2338,1563,1263,213,401,471,549
